,age,sum_ins,duration,age_of_contract,interest_rate
91444,82.0,618507.0,27.0,17.0,0.011629714965820314
58056,55.0,829135.0,3.0,0.0,-0.0009706115722656252
87414,45.0,516132.0,26.0,11.0,-0.005402145385742188
64073,73.0,411218.0,17.0,8.0,0.03391098022460937
94473,70.0,290345.0,37.0,5.0,0.018984451293945312
96769,75.0,460340.0,30.0,18.0,0.010158767700195312
50788,86.0,816879.0,28.0,22.0,-0.002804718017578125
18274,42.0,858631.0,7.0,5.0,-0.0063272094726562495
1500,69.0,894148.0,17.0,10.0,0.0243994140625
88508,71.0,591008.0,31.0,14.0,0.02940010070800781
18551,31.0,235963.0,16.0,0.0,0.01289886474609375
79558,36.0,941030.0,28.0,5.0,0.03798011779785156
84608,83.0,861611.0,38.0,36.0,0.03355659484863281
85324,74.0,501132.0,24.0,13.0,0.0029657745361328126
46613,75.0,68452.0,34.0,20.0,0.008222808837890625
10639,43.0,276420.0,37.0,14.0,0.0205389404296875
90024,62.0,684176.0,9.0,5.0,-0.005243453979492187
71940,66.0,782802.0,29.0,4.0,0.02400001525878906
38651,38.0,196315.0,27.0,2.0,0.03316482543945313
25409,63.0,234683.0,8.0,6.0,0.02108062744140625
91017,67.0,153641.0,5.0,2.0,0.023665847778320315
98010,52.0,558387.0,26.0,9.0,0.034255447387695315
49376,54.0,766636.0,14.0,7.0,0.02949508666992188
14161,80.0,241420.0,39.0,19.0,0.0207281494140625
60817,61.0,335732.0,3.0,0.0,0.014959564208984375
53770,58.0,606030.0,31.0,14.0,-0.003738555908203125
99825,60.0,478221.0,30.0,1.0,-0.0057477569580078125
15975,36.0,244103.0,5.0,1.0,0.0257940673828125
5044,67.0,807687.0,8.0,1.0,0.012210693359375002
31928,53.0,826010.0,3.0,0.0,0.022746887207031247
23302,38.0,818754.0,15.0,7.0,-0.00579620361328125
70428,84.0,938652.0,38.0,26.0,0.027649917602539063
9794,43.0,759579.0,20.0,6.0,-0.0016656494140624995
72839,36.0,198914.0,19.0,2.0,0.008790054321289065
39384,67.0,601915.0,26.0,13.0,0.03823074340820313
12436,75.0,942379.0,23.0,9.0,0.030664672851562498
27671,35.0,227610.0,26.0,3.0,0.005394592285156251
13915,53.0,196544.0,17.0,15.0,0.0385992431640625
68530,55.0,724633.0,19.0,16.0,0.004487075805664063
38422,53.0,832397.0,24.0,19.0,0.03843826293945313
24343,35.0,227061.0,36.0,4.0,0.03709930419921875
12002,46.0,512999.0,28.0,9.0,0.0263739013671875
21321,72.0,343887.0,31.0,7.0,0.01501678466796875
14075,41.0,138008.0,11.0,5.0,0.0016851806640625008
70554,44.0,521101.0,15.0,2.0,0.01964210510253906
91049,85.0,387781.0,21.0,18.0,-0.0052404022216796875
12550,67.0,889697.0,38.0,36.0,0.0389654541015625
74071,40.0,40930.0,12.0,7.0,0.03935340881347656
54768,59.0,858219.0,21.0,10.0,0.009029998779296876
15285,56.0,105082.0,9.0,1.0,0.003943481445312501
55183,42.0,227015.0,29.0,13.0,0.016207733154296876
88149,68.0,62240.0,14.0,12.0,0.0011774444580078137
21058,43.0,970214.0,28.0,7.0,0.0035910034179687505
807,37.0,171727.0,10.0,2.0,-0.005947265625
79601,74.0,176171.0,33.0,14.0,0.010636367797851565
33898,60.0,528624.0,20.0,15.0,-0.007417449951171875
51576,55.0,589811.0,8.0,3.0,0.034365692138671876
17592,56.0,746439.0,9.0,3.0,0.014034118652343752
50352,54.0,728101.0,9.0,4.0,-0.002072296142578124
8508,63.0,718116.0,14.0,5.0,0.0393743896484375
85113,80.0,389915.0,24.0,18.0,0.029821243286132816
22493,51.0,479982.0,26.0,3.0,0.028224792480468754
79501,52.0,277631.0,4.0,2.0,0.031339492797851566
73217,56.0,219401.0,18.0,0.0,0.021729507446289063
30339,76.0,311144.0,38.0,35.0,-0.00424285888671875
46293,61.0,383566.0,11.0,5.0,0.03864273071289063
54337,58.0,52385.0,37.0,0.0,0.014987030029296878
77851,43.0,46905.0,13.0,6.0,0.006656875610351562
25804,73.0,755158.0,19.0,13.0,0.012706604003906252
47005,67.0,421614.0,36.0,19.0,0.011836090087890628
17915,46.0,276206.0,34.0,10.0,0.03854583740234375
59498,48.0,583043.0,14.0,2.0,0.020452728271484373
94123,47.0,450463.0,27.0,6.0,0.03832649230957031
12046,32.0,733482.0,30.0,4.0,0.035846557617187504
92005,58.0,2913.0,6.0,5.0,0.025545730590820312
92268,67.0,623629.0,30.0,6.0,0.020089187622070313
31734,42.0,605040.0,16.0,9.0,0.01769317626953125
73437,74.0,301350.0,35.0,26.0,0.03286231994628906
68733,46.0,398299.0,24.0,0.0,0.007050552368164062
73978,51.0,643842.0,38.0,10.0,0.023240127563476563
75884,65.0,976273.0,6.0,4.0,0.03504432678222656
86892,67.0,797588.0,16.0,6.0,0.013128128051757814
4760,54.0,770615.0,35.0,1.0,0.008792724609375002
34987,54.0,141560.0,18.0,14.0,-0.0031571960449218745
576,58.0,649764.0,27.0,11.0,0.006259765625000002
95882,57.0,752285.0,23.0,13.0,0.030434646606445313
42930,49.0,905139.0,19.0,10.0,0.015333404541015625
28072,58.0,674428.0,3.0,2.0,0.01818756103515625
99131,48.0,100182.0,31.0,11.0,0.02069267272949219
88982,39.0,513937.0,24.0,5.0,0.029253616333007812
57295,41.0,62385.0,15.0,12.0,0.034481658935546874
64482,44.0,842427.0,13.0,7.0,0.034985198974609374
21959,34.0,387301.0,11.0,0.0,0.0054220581054687505
33291,75.0,145706.0,39.0,37.0,0.006962432861328126
81980,58.0,584789.0,13.0,1.0,0.018676223754882815
94104,56.0,684603.0,31.0,3.0,0.010982742309570312
29913,71.0,380411.0,11.0,7.0,0.0005911254882812501
75287,35.0,202389.0,6.0,3.0,0.010080947875976564
10857,70.0,400319.0,20.0,4.0,0.002814331054687501
87834,63.0,837100.0,36.0,21.0,-0.009845504760742188
7772,81.0,648911.0,28.0,22.0,-0.007259521484375
41647,36.0,220765.0,11.0,7.0,0.016676177978515623
37553,67.0,268020.0,11.0,6.0,0.028990020751953123
13330,53.0,892136.0,38.0,13.0,-0.0046136474609375
20968,71.0,776072.0,23.0,15.0,0.03498748779296875
71343,32.0,307936.0,26.0,4.0,0.02650245666503906
60962,67.0,512313.0,39.0,30.0,0.0032896423339843755
849,73.0,382454.0,23.0,12.0,0.017880859375000002
97670,30.0,621800.0,2.0,0.0,0.033034744262695315
47044,66.0,897700.0,15.0,4.0,0.027851715087890624
11193,66.0,324223.0,30.0,3.0,0.020685424804687498
8989,47.0,451781.0,33.0,0.0,0.036395874023437504
99861,81.0,323103.0,30.0,26.0,-0.0006208038330078117
24664,56.0,922471.0,5.0,3.0,0.0009146118164062508
4506,47.0,730616.0,34.0,4.0,0.018314208984375004
1254,35.0,716592.0,5.0,3.0,0.0293798828125
68856,53.0,566100.0,29.0,2.0,0.015058364868164064
71150,36.0,623050.0,12.0,7.0,0.02830909729003906
31904,60.0,982104.0,21.0,12.0,0.014934387207031252
36602,43.0,727399.0,27.0,2.0,0.015959014892578123
79504,67.0,808350.0,19.0,17.0,0.02352699279785156
34439,39.0,439845.0,12.0,5.0,0.008256378173828125
11185,80.0,12036.0,37.0,20.0,-0.0074395751953125
37848,66.0,539233.0,17.0,13.0,0.002525177001953125
92940,59.0,509486.0,27.0,0.0,-0.002029953002929687
51376,54.0,541032.0,16.0,4.0,0.035244598388671874
23212,65.0,684123.0,11.0,3.0,0.0062155151367187505
83223,52.0,182359.0,21.0,20.0,-0.006885299682617188
55467,60.0,227747.0,28.0,19.0,0.038021697998046874
4,65.0,875125.0,6.0,3.0,0.008750000000000003
7610,43.0,807931.0,4.0,1.0,0.036051025390625
48332,77.0,853067.0,18.0,17.0,-0.00011459350585937486
91579,47.0,107300.0,28.0,11.0,-0.008096847534179687
97809,70.0,429609.0,31.0,9.0,0.02507575988769531
33721,85.0,77415.0,29.0,23.0,-0.0021195983886718745
19522,40.0,938873.0,34.0,4.0,0.028597106933593748
86867,69.0,126385.0,38.0,24.0,0.020159378051757812
80617,67.0,207145.0,5.0,1.0,0.014725723266601565
57780,71.0,508167.0,10.0,6.0,0.022222747802734373
73708,67.0,810606.0,11.0,7.0,0.02495216369628906
26466,51.0,623454.0,36.0,14.0,0.0008413696289062498
90928,50.0,867769.0,22.0,0.0,0.038314285278320315
35779,43.0,413749.0,8.0,2.0,-0.009651336669921875
65956,65.0,943408.0,3.0,1.0,0.019098892211914062
95928,53.0,736675.0,5.0,0.0,0.037465896606445316
55258,67.0,812367.0,33.0,25.0,0.008785858154296876
92577,59.0,137787.0,4.0,0.0,0.0022180938720703126
77888,52.0,647866.0,24.0,5.0,0.032828750610351565
12392,60.0,805797.0,21.0,4.0,-0.0042962646484375
21882,58.0,797047.0,22.0,16.0,0.016164245605468752
10275,43.0,188617.0,16.0,0.0,-0.0031915283203124995
54871,61.0,147017.0,39.0,28.0,0.015524139404296875
66517,58.0,169768.0,6.0,2.0,0.039167251586914066
3468,65.0,667081.0,14.0,5.0,0.02079833984375
46939,60.0,97720.0,25.0,22.0,0.036640777587890624
12593,75.0,249713.0,25.0,15.0,0.010059204101562502
45215,40.0,470881.0,29.0,13.0,0.018061676025390626
82257,72.0,219919.0,28.0,10.0,0.03791450500488281
46431,38.0,330885.0,19.0,11.0,0.016474761962890626
50829,50.0,212016.0,22.0,1.0,-0.009640655517578126
34964,70.0,781544.0,38.0,4.0,0.030436553955078126
4442,44.0,539401.0,16.0,1.0,0.031009521484375004
6442,55.0,514767.0,32.0,9.0,0.004141845703125001
95972,64.0,572777.0,13.0,1.0,0.039419021606445316
44186,67.0,610268.0,34.0,24.0,0.02884658813476563
53670,54.0,523106.0,25.0,22.0,0.021993865966796873
97665,60.0,496925.0,7.0,4.0,0.02678474426269531
64018,39.0,653163.0,4.0,0.0,0.017895355224609374
47533,66.0,156011.0,28.0,15.0,0.026277008056640627
49503,48.0,432986.0,29.0,21.0,0.03545211791992187
79847,40.0,232755.0,10.0,6.0,0.02206214904785156
53635,48.0,7996.0,11.0,7.0,0.0071501159667968755
38989,77.0,420456.0,38.0,27.0,0.026804962158203126
80738,60.0,806155.0,27.0,23.0,0.029862442016601563
93981,49.0,352904.0,35.0,1.0,0.026803054809570313
62058,79.0,989497.0,37.0,34.0,0.01641830444335938
53201,64.0,218601.0,35.0,3.0,0.016909637451171876
79717,68.0,119587.0,30.0,15.0,0.009366836547851564
67225,89.0,386836.0,33.0,25.0,0.03777565002441406
48286,27.0,517466.0,2.0,0.0,0.01746353149414063
55288,52.0,796758.0,22.0,1.0,-0.006057891845703125
53866,46.0,723101.0,8.0,1.0,0.02165206909179687
61835,65.0,85129.0,33.0,27.0,0.03424057006835938
32483,60.0,239683.0,23.0,18.0,0.03002227783203125
7173,53.0,407941.0,14.0,1.0,0.003531494140625001
59138,42.0,909621.0,15.0,6.0,0.013067474365234375
64412,64.0,990716.0,13.0,6.0,0.020532073974609377
68404,80.0,798777.0,35.0,15.0,-0.0043019866943359375
89012,94.0,529546.0,31.0,28.0,0.026909866333007813
32735,41.0,136271.0,22.0,15.0,0.03871368408203125
9918,26.0,989817.0,19.0,0.0,0.0352484130859375
69973,61.0,274278.0,32.0,5.0,0.02818702697753906
58551,35.0,180858.0,11.0,3.0,-0.004168853759765625
31043,60.0,451873.0,38.0,18.0,0.02194122314453125
46682,52.0,778679.0,34.0,9.0,0.02033218383789063
8436,68.0,669337.0,6.0,4.0,0.0384954833984375
311,31.0,77095.0,28.0,0.0,0.02623046875
8933,60.0,324955.0,34.0,7.0,-0.0058892822265625
15408,56.0,687995.0,9.0,7.0,0.0017218017578125005
12353,60.0,103375.0,3.0,2.0,0.013672485351562501
44932,74.0,671730.0,31.0,12.0,-0.007237396240234375
69818,50.0,994260.0,10.0,8.0,-0.0062856292724609375
99962,44.0,752361.0,6.0,3.0,0.002894821166992188
93272,59.0,640702.0,22.0,6.0,-0.004788742065429687
50106,58.0,960778.0,24.0,17.0,0.03159469604492188
96922,43.0,534485.0,2.0,0.0,0.004104080200195313
52834,47.0,630298.0,12.0,9.0,0.007046356201171876
49580,71.0,928584.0,19.0,10.0,0.007522430419921877
64371,69.0,354634.0,29.0,25.0,0.013696136474609375
40391,39.0,7295.0,8.0,5.0,0.021702423095703124
18216,71.0,679123.0,31.0,15.0,0.012813415527343752
26548,78.0,955153.0,35.0,12.0,-0.00404144287109375
98661,54.0,341151.0,25.0,1.0,0.006874313354492187
88974,32.0,670030.0,6.0,4.0,-0.006683883666992187
60970,57.0,824501.0,27.0,12.0,0.031414642333984374
61374,41.0,881085.0,30.0,15.0,0.033465423583984376
84727,34.0,338697.0,4.0,3.0,-0.009021530151367188
85098,49.0,608447.0,32.0,4.0,-0.009241256713867187
78192,59.0,899568.0,19.0,10.0,0.03741859436035156
64157,73.0,259027.0,27.0,25.0,-0.008081207275390625
95996,81.0,728870.0,31.0,24.0,-0.0027684783935546875
88289,72.0,27119.0,20.0,14.0,0.006060256958007814
21049,66.0,447300.0,14.0,3.0,0.021169128417968752
1493,71.0,457086.0,19.0,15.0,0.008774414062500001
85317,71.0,64070.0,22.0,19.0,0.018590774536132816
8507,66.0,218616.0,33.0,30.0,0.014374389648437501
96684,87.0,670091.0,34.0,26.0,0.022219314575195312
56367,30.0,279941.0,21.0,1.0,-0.002481231689453125
43846,42.0,720997.0,16.0,10.0,-0.006187591552734375
7656,64.0,565986.0,16.0,9.0,0.006754150390625
70274,48.0,823533.0,19.0,12.0,0.02013038635253906
94668,85.0,848380.0,27.0,25.0,0.012929763793945314
37208,57.0,612402.0,37.0,3.0,0.03108963012695313
56362,46.0,685785.0,12.0,0.0,0.02720626831054687
41967,32.0,132963.0,24.0,5.0,0.010914459228515626
24001,64.0,136332.0,12.0,7.0,0.0051168823242187505
16023,54.0,193373.0,36.0,22.0,-0.0079949951171875
20881,86.0,50236.0,27.0,25.0,0.03928436279296875
89351,46.0,493937.0,29.0,12.0,0.027129592895507815
30430,29.0,756012.0,11.0,2.0,0.02505401611328125
80296,57.0,676402.0,34.0,1.0,0.0010050201416015626
91538,56.0,684847.0,25.0,16.0,0.017684402465820315
81341,48.0,84709.0,10.0,1.0,0.005033340454101563
85992,65.0,693323.0,11.0,10.0,0.015807571411132815
63925,72.0,414145.0,25.0,17.0,-0.004321441650390625
46982,59.0,765020.0,37.0,28.0,0.0008985900878906248
35963,40.0,61074.0,34.0,4.0,0.025675811767578126
50262,40.0,927120.0,17.0,5.0,0.03952926635742188
5902,31.0,843296.0,36.0,3.0,0.0005651855468750012
56768,48.0,718955.0,15.0,1.0,0.030428924560546876
58762,45.0,678407.0,25.0,2.0,0.012725677490234377
88855,53.0,151019.0,37.0,21.0,0.018120803833007813
95020,75.0,931305.0,33.0,14.0,0.009755935668945314
84593,71.0,77240.0,13.0,12.0,-0.003357467651367187
21732,65.0,912166.0,3.0,1.0,0.03364471435546875
42182,35.0,884652.0,5.0,4.0,0.02036270141601563
35678,32.0,831299.0,8.0,5.0,0.03663772583007813
30322,66.0,876984.0,36.0,28.0,-0.00990692138671875
95869,59.0,186445.0,13.0,12.0,-0.006479415893554687
1911,34.0,335138.0,13.0,3.0,0.038120117187500004
28821,60.0,341875.0,18.0,4.0,0.03621124267578125
14762,58.0,574339.0,31.0,12.0,-0.0048944091796875
35189,56.0,3027.0,10.0,2.0,0.02428421020507812
58985,75.0,396462.0,30.0,9.0,-0.0003114318847656245
52747,42.0,450790.0,5.0,3.0,0.03478073120117187
8834,39.0,566900.0,5.0,3.0,0.0382513427734375
36348,57.0,648377.0,9.0,0.0,0.018937530517578127
10539,63.0,124228.0,23.0,22.0,0.0101873779296875
74584,54.0,791156.0,24.0,1.0,0.020066299438476563
3082,53.0,626106.0,15.0,10.0,-0.0039086914062499995
78690,41.0,617623.0,9.0,4.0,0.021158828735351562
19481,81.0,244256.0,26.0,18.0,0.023518981933593752
96985,81.0,433024.0,37.0,17.0,0.03965095520019531
24377,85.0,242670.0,29.0,22.0,0.01600555419921875
74078,34.0,665305.0,26.0,7.0,0.008103408813476562
78560,59.0,955176.0,25.0,11.0,0.039420547485351565
27903,40.0,428581.0,22.0,15.0,0.0031484985351562505
18692,73.0,663270.0,30.0,11.0,0.020223083496093752
43069,63.0,52721.0,20.0,17.0,0.038685455322265624
77840,56.0,733718.0,11.0,6.0,0.02228187561035156
23784,58.0,536322.0,16.0,2.0,0.039394226074218754
69020,60.0,677317.0,14.0,1.0,0.0008982086181640626
71023,44.0,260132.0,35.0,16.0,0.029676284790039066
60812,60.0,866451.0,17.0,1.0,-0.008477935791015625
78195,46.0,25443.0,14.0,2.0,0.018668594360351565
62468,90.0,560727.0,30.0,28.0,0.02996810913085938
50538,53.0,620786.0,20.0,8.0,0.02204879760742187
48502,43.0,862823.0,33.0,9.0,0.0017408752441406255
12350,37.0,938477.0,13.0,12.0,0.0031256103515625005
87935,41.0,419549.0,36.0,15.0,0.036834182739257815
99101,64.0,115791.0,25.0,17.0,0.03553642272949219
41199,33.0,118329.0,18.0,5.0,0.007935943603515625
44232,64.0,758557.0,28.0,9.0,0.013612213134765625
42370,41.0,609536.0,18.0,5.0,0.01987442016601563
48499,56.0,113573.0,24.0,12.0,0.014240875244140626
60263,56.0,418169.0,37.0,21.0,0.035931243896484374
43330,53.0,597098.0,25.0,17.0,-0.005552825927734375
17679,30.0,6944.0,4.0,1.0,0.014522399902343752
47343,42.0,212595.0,22.0,15.0,0.021687164306640624
53754,65.0,671395.0,31.0,25.0,0.023946990966796873
83542,36.0,530644.0,30.0,1.0,0.0011713409423828123
43509,54.0,70281.0,9.0,0.0,0.03956436157226562
70676,83.0,999626.0,23.0,17.0,0.039344253540039065
14680,88.0,867015.0,39.0,34.0,0.0101446533203125
60149,64.0,283538.0,17.0,10.0,0.024700775146484374
46216,57.0,547465.0,7.0,2.0,0.025752105712890626
2328,57.0,530987.0,10.0,4.0,0.03337158203125
37202,54.0,549965.0,16.0,14.0,0.015464630126953127
94501,56.0,243516.0,25.0,3.0,0.005703201293945312
16296,70.0,948476.0,22.0,14.0,0.021985473632812502
12256,57.0,737384.0,34.0,10.0,0.0243231201171875
75010,42.0,892129.0,8.0,6.0,0.03024696350097656
78243,47.0,302509.0,10.0,4.0,0.020426406860351562
28136,58.0,791498.0,20.0,3.0,0.02248443603515625
2907,40.0,256847.0,10.0,2.0,0.01135009765625
73831,37.0,288729.0,26.0,3.0,0.031638565063476565
98556,58.0,585048.0,3.0,1.0,0.011268844604492187
60448,59.0,513289.0,17.0,11.0,0.009002532958984377
35499,48.0,392286.0,9.0,7.0,0.028727569580078126
40174,66.0,602402.0,38.0,36.0,0.009495391845703126
53214,27.0,530788.0,23.0,0.0,0.013784637451171875
76997,61.0,96782.0,22.0,8.0,0.010508193969726564
12115,64.0,210568.0,20.0,18.0,0.003424682617187501
34837,58.0,363994.0,18.0,3.0,0.03844436645507813
41243,37.0,151499.0,6.0,0.0,-0.007786712646484375
40817,61.0,222900.0,17.0,1.0,0.020481719970703124
5804,76.0,974025.0,33.0,14.0,0.033865966796875
7168,67.0,782566.0,28.0,21.0,0.034781494140625
95430,42.0,839112.0,13.0,11.0,0.011147537231445315
52919,40.0,478107.0,10.0,9.0,0.017788543701171874
22916,62.0,519249.0,3.0,0.0,0.0040182495117187505
39157,54.0,322897.0,8.0,0.0,0.022703399658203123
36673,62.0,487405.0,14.0,5.0,0.02953323364257813
22738,50.0,770950.0,17.0,9.0,0.029897155761718752
34920,66.0,964955.0,38.0,11.0,-0.009602508544921876
34462,27.0,658377.0,20.0,0.0,0.02544387817382812
56443,36.0,69214.0,2.0,0.0,0.008846893310546876
62009,87.0,388536.0,31.0,25.0,0.013683929443359376
63843,49.0,386828.0,11.0,6.0,0.031420745849609376
16765,46.0,203525.0,2.0,0.0,0.031246032714843754
68568,54.0,545125.0,3.0,0.0,0.019721450805664065
33849,75.0,99366.0,14.0,12.0,0.03750442504882812
25661,67.0,56638.0,31.0,21.0,0.01680816650390625
54074,46.0,846025.0,6.0,4.0,-0.008133087158203125
53615,29.0,433352.0,6.0,1.0,-0.007888946533203125
12453,60.0,52645.0,22.0,7.0,0.0111334228515625
6204,59.0,641594.0,33.0,1.0,0.038028564453125004
23169,59.0,106576.0,4.0,2.0,0.03199676513671875
74254,46.0,547259.0,38.0,19.0,-0.006398544311523438
24594,61.0,602479.0,38.0,21.0,0.005992736816406252
37548,69.0,798739.0,14.0,8.0,0.02742752075195312
93239,51.0,8522.0,36.0,20.0,-0.0051793670654296875
40118,36.0,828738.0,3.0,2.0,0.017698516845703123
4754,57.0,833052.0,19.0,17.0,-0.0005822753906249995
15444,78.0,945550.0,20.0,11.0,0.008362426757812501
11574,39.0,593973.0,22.0,5.0,0.009528198242187503
16804,71.0,909849.0,18.0,6.0,-0.00801177978515625
97608,74.0,859843.0,22.0,19.0,-0.001144943237304687
36468,67.0,622036.0,14.0,2.0,0.003263702392578125
29236,70.0,774060.0,7.0,5.0,0.01711944580078125
3663,37.0,431965.0,30.0,7.0,0.006491699218749999
71707,37.0,125257.0,5.0,0.0,-0.0030507659912109375
42629,66.0,267106.0,29.0,14.0,0.029102935791015624
35495,54.0,17661.0,23.0,18.0,-0.002522430419921875
20462,44.0,932044.0,22.0,15.0,0.0037435913085937505
99554,43.0,991379.0,11.0,6.0,-0.008384475708007813
19821,71.0,484250.0,23.0,21.0,0.0064291381835937505
35360,49.0,505454.0,22.0,1.0,0.002751007080078126
84560,66.0,592349.0,24.0,15.0,0.031798782348632815
19916,65.0,667660.0,22.0,6.0,0.03201507568359375
81208,53.0,876885.0,6.0,1.0,0.020463027954101563
48780,60.0,984771.0,11.0,0.0,0.034113922119140626
83111,55.0,223334.0,27.0,19.0,0.005907669067382814
25129,70.0,213220.0,9.0,3.0,0.00731109619140625
52954,52.0,595177.0,24.0,9.0,0.004897918701171875
9795,59.0,384954.0,25.0,17.0,0.017084350585937498
74229,54.0,419457.0,6.0,0.0,0.018064346313476566
36103,50.0,293264.0,37.0,17.0,0.0042890930175781255
32263,45.0,477726.0,15.0,12.0,0.00443634033203125
76661,59.0,181170.0,8.0,5.0,0.005307998657226563
5423,36.0,358430.0,13.0,7.0,-0.0038781738281249995
2579,45.0,32462.0,30.0,1.0,-0.00398193359375
12180,68.0,526657.0,11.0,2.0,0.0161199951171875
63059,76.0,317806.0,32.0,30.0,0.03216537475585938
62970,61.0,562678.0,33.0,20.0,-0.006067047119140625
59436,67.0,824989.0,12.0,6.0,0.017718353271484376
54202,49.0,553349.0,36.0,8.0,0.014718475341796875
2406,36.0,679276.0,9.0,4.0,0.022043457031249998
21064,59.0,907776.0,6.0,4.0,-0.00578399658203125
26147,44.0,149319.0,33.0,1.0,0.012657775878906251
68978,42.0,665610.0,11.0,3.0,0.012421646118164065
78731,51.0,98611.0,26.0,12.0,0.007682266235351563
42125,51.0,330519.0,29.0,2.0,0.027003326416015626
2566,34.0,688056.0,7.0,4.0,-0.00554443359375
99693,50.0,404077.0,7.0,0.0,0.007728805541992187
60589,51.0,150371.0,6.0,0.0,-0.0025209045410156247
74898,40.0,714572.0,25.0,0.0,-0.002858505249023437
38790,31.0,529965.0,8.0,0.0,-0.006385955810546875
81764,64.0,555917.0,5.0,0.0,0.012015762329101563
13771,40.0,129228.0,21.0,1.0,0.038257446289062504
81266,40.0,588112.0,39.0,1.0,0.039603652954101565
78619,62.0,203975.0,28.0,25.0,0.009830703735351562
70682,45.0,562564.0,30.0,3.0,0.004969253540039064
18789,56.0,296450.0,4.0,3.0,0.007332458496093751
60889,66.0,390365.0,9.0,2.0,0.03253768920898437
84251,38.0,493815.0,18.0,1.0,-0.003601608276367187
41328,58.0,705632.0,21.0,8.0,0.013697662353515628
49301,62.0,243722.0,21.0,6.0,0.021291961669921873
24341,81.0,289499.0,33.0,26.0,0.002724304199218751
65416,74.0,523898.0,36.0,19.0,0.022997894287109376
32728,55.0,807474.0,6.0,2.0,-0.00581756591796875
62608,51.0,759746.0,3.0,0.0,-0.006164703369140625
34927,31.0,371798.0,39.0,3.0,0.0075849914550781255
88511,33.0,489547.0,21.0,7.0,0.037603225708007816
69076,73.0,607075.0,19.0,6.0,0.018476333618164066
66072,60.0,593173.0,22.0,8.0,0.008600845336914064
84720,72.0,526010.0,30.0,23.0,-0.0058965301513671875
67585,57.0,436835.0,21.0,0.0,0.012250747680664064
90473,81.0,64862.0,16.0,14.0,0.026742019653320313
2924,71.0,990488.0,39.0,10.0,-0.00661865234375
24625,78.0,368338.0,35.0,18.0,0.009898986816406252
66853,56.0,17089.0,14.0,3.0,0.0023752593994140637
24853,64.0,22981.0,20.0,9.0,0.03460601806640625
7741,48.0,266481.0,6.0,1.0,0.029849853515625004
62745,73.0,472924.0,18.0,9.0,0.008972015380859377
5999,35.0,492085.0,16.0,7.0,0.029862060546875
39169,78.0,262411.0,33.0,21.0,-0.0006364440917968756
84447,30.0,255772.0,16.0,4.0,0.036437454223632815
67298,43.0,909750.0,9.0,6.0,-0.0008962249755859377
83371,62.0,155043.0,27.0,21.0,0.009716262817382812
58968,66.0,599384.0,31.0,12.0,0.017657318115234376
37185,57.0,456309.0,10.0,0.0,0.004527130126953126
10364,60.0,992500.0,6.0,3.0,0.005011596679687501
21532,75.0,713147.0,26.0,17.0,0.03735565185546875
5578,47.0,768176.0,25.0,3.0,0.012332763671875002
46536,89.0,584537.0,37.0,34.0,0.006513824462890625
62981,54.0,60251.0,25.0,3.0,0.010680999755859377
91799,45.0,4864.0,19.0,13.0,0.011385574340820314
70157,59.0,218669.0,32.0,10.0,-0.004283676147460938
91712,72.0,609727.0,31.0,25.0,0.012752761840820312
54261,86.0,358232.0,36.0,32.0,0.02604660034179687
25113,72.0,41517.0,19.0,9.0,0.02215484619140625
19995,60.0,368155.0,25.0,23.0,0.011653747558593752
98498,47.0,850407.0,19.0,11.0,-0.003574905395507812
84577,71.0,420646.0,23.0,13.0,0.010705032348632815
16018,75.0,630435.0,38.0,35.0,0.0326300048828125
39245,62.0,82903.0,14.0,12.0,0.010691680908203128
40672,48.0,665816.0,25.0,0.0,0.0006575012207031255
69792,52.0,588417.0,18.0,4.0,-0.007848129272460938
22482,46.0,792169.0,33.0,6.0,9.979248046875118e-05
72466,39.0,813045.0,15.0,0.0,-0.0030995941162109374
53099,51.0,183480.0,16.0,12.0,0.02491744995117187
99457,63.0,374809.0,14.0,6.0,-0.007993850708007812
48020,69.0,796971.0,29.0,3.0,0.012068023681640625
5795,43.0,162337.0,2.0,0.0,0.036990966796875004
20001,89.0,71577.0,37.0,30.0,-0.00319000244140625
72628,65.0,879385.0,17.0,0.0,0.027564468383789065
93027,52.0,439243.0,24.0,9.0,0.02648567199707031
24527,31.0,355838.0,3.0,1.0,-0.00372100830078125
85200,77.0,885513.0,32.0,27.0,0.03236030578613281
55875,54.0,365305.0,24.0,12.0,0.012972869873046878
46444,62.0,892822.0,2.0,1.0,0.013349761962890625
89685,70.0,186628.0,34.0,13.0,0.0026667022705078123
20296,75.0,873509.0,28.0,20.0,0.022298278808593752
37137,75.0,417285.0,23.0,14.0,0.00023025512695312549
66244,66.0,924872.0,6.0,3.0,-0.0025319671630859375
5896,64.0,968171.0,21.0,10.0,-0.005684814453125
49908,81.0,611518.0,19.0,16.0,0.016457977294921877
29673,73.0,11152.0,14.0,7.0,0.009990539550781252
45176,51.0,888432.0,3.0,0.0,0.019428863525390624
70244,67.0,523052.0,10.0,4.0,0.005481948852539062
27146,44.0,633941.0,28.0,1.0,0.002342834472656251
49127,38.0,256984.0,7.0,4.0,0.03186782836914063
92363,52.0,57789.0,17.0,13.0,0.032393875122070315
45485,58.0,468930.0,8.0,7.0,0.03573745727539063
58808,55.0,818891.0,5.0,3.0,0.004131927490234376
68471,53.0,104160.0,34.0,22.0,0.03280738830566406
