,age,sum_ins,duration,age_of_contract,interest_rate
20305,43.0,54480.0,17.0,5.0,0.0125
20306,57.0,125599.0,11.0,7.0,0.0175
20307,36.0,44560.0,9.0,2.0,0.009
20308,53.0,80310.0,20.0,3.0,0.009
20309,55.0,33625.0,16.0,9.0,0.0225
20310,39.0,20170.0,14.0,1.0,0.009
20311,82.0,28144.0,17.0,16.0,0.0275
20312,45.0,86880.0,15.0,5.0,0.0125
20313,49.0,108277.0,12.0,2.0,0.009
20314,63.0,92834.0,18.0,17.0,0.0325
20315,47.0,186536.0,12.0,0.0,0.009
20316,48.0,219922.0,14.0,3.0,0.009
20317,48.0,23594.0,16.0,7.0,0.0175
20318,80.0,124517.0,15.0,13.0,0.0225
20319,62.0,163845.0,12.0,9.0,0.0225
20320,56.0,217987.0,13.0,12.0,0.0225
20321,64.0,51380.0,16.0,11.0,0.0225
20322,56.0,270161.0,14.0,9.0,0.0225
20323,60.0,29478.0,13.0,6.0,0.0175
20324,38.0,246240.0,11.0,0.0,0.009
20325,67.0,52404.0,17.0,11.0,0.0225
20326,64.0,21862.0,20.0,4.0,0.0125
20327,59.0,80851.0,10.0,2.0,0.009
20328,39.0,163976.0,12.0,0.0,0.009
20329,53.0,184467.0,11.0,9.0,0.0225
20330,60.0,71229.0,12.0,7.0,0.0175
20331,50.0,67670.0,16.0,5.0,0.0125
20332,47.0,407570.0,13.0,1.0,0.009
20333,46.0,74118.0,16.0,3.0,0.009
20334,61.0,111235.0,15.0,0.0,0.009
20335,53.0,119538.0,16.0,4.0,0.0125
20336,49.0,238302.0,15.0,13.0,0.0225
20337,58.0,305394.0,15.0,3.0,0.009
20338,64.0,266336.0,19.0,12.0,0.0225
20339,52.0,198013.0,8.0,3.0,0.009
20340,65.0,127164.0,15.0,5.0,0.0125
20341,69.0,263887.0,18.0,15.0,0.0275
20342,69.0,57094.0,16.0,15.0,0.0275
20343,69.0,35198.0,13.0,4.0,0.0125
20344,41.0,276973.0,21.0,2.0,0.009
20345,54.0,104540.0,17.0,10.0,0.0225
20346,58.0,180590.0,15.0,2.0,0.009
20347,57.0,128629.0,14.0,11.0,0.0225
20348,82.0,230852.0,17.0,5.0,0.0125
20349,60.0,92967.0,13.0,8.0,0.0175
20350,69.0,171250.0,13.0,7.0,0.0175
20351,45.0,47029.0,11.0,1.0,0.009
20352,68.0,118232.0,15.0,2.0,0.009
20353,41.0,20681.0,24.0,0.0,0.009
20354,68.0,58538.0,22.0,19.0,0.0325
20355,71.0,98872.0,12.0,10.0,0.0225
20356,91.0,192483.0,19.0,12.0,0.0225
20357,50.0,51169.0,20.0,0.0,0.009
20358,47.0,155303.0,9.0,1.0,0.009
20359,59.0,135346.0,20.0,10.0,0.0225
20360,50.0,258797.0,9.0,4.0,0.0125
20361,61.0,106084.0,14.0,3.0,0.009
20362,47.0,334905.0,12.0,5.0,0.0125
20363,63.0,120895.0,10.0,4.0,0.0125
20364,57.0,106342.0,18.0,8.0,0.0175
20365,53.0,192176.0,15.0,10.0,0.0225
20366,45.0,329818.0,11.0,5.0,0.0125
20367,63.0,71874.0,18.0,14.0,0.0275
20368,60.0,61428.0,13.0,9.0,0.0225
20369,64.0,260119.0,17.0,13.0,0.0225
20370,49.0,94512.0,15.0,5.0,0.0125
20371,59.0,100433.0,13.0,8.0,0.0175
20372,39.0,101547.0,12.0,0.0,0.009
20373,60.0,127177.0,13.0,12.0,0.0225
20374,68.0,361307.0,17.0,16.0,0.0275
20375,44.0,147169.0,11.0,2.0,0.009
20376,48.0,90046.0,15.0,6.0,0.0175
20377,60.0,93919.0,10.0,8.0,0.0175
20378,48.0,50374.0,15.0,13.0,0.0225
20379,67.0,128424.0,12.0,8.0,0.0175
20380,53.0,135773.0,11.0,6.0,0.0175
20381,56.0,70310.0,17.0,9.0,0.0225
20382,52.0,74552.0,14.0,11.0,0.0225
20383,50.0,162201.0,16.0,10.0,0.0225
20384,59.0,196202.0,16.0,5.0,0.0125
20385,62.0,346184.0,18.0,14.0,0.0275
20386,57.0,154752.0,12.0,6.0,0.0175
20387,58.0,163697.0,13.0,3.0,0.009
20388,61.0,153922.0,16.0,5.0,0.0125
20389,56.0,137363.0,19.0,4.0,0.0125
20390,69.0,215949.0,17.0,15.0,0.0275
20391,45.0,62861.0,13.0,5.0,0.0125
20392,56.0,48498.0,18.0,5.0,0.0125
20393,40.0,58186.0,14.0,0.0,0.009
20394,41.0,77620.0,18.0,0.0,0.009
20395,44.0,84402.0,16.0,5.0,0.0125
20396,78.0,36563.0,20.0,19.0,0.0325
20397,56.0,124586.0,16.0,13.0,0.0225
20398,62.0,126949.0,16.0,7.0,0.0175
20399,67.0,252838.0,12.0,2.0,0.009
20400,42.0,161264.0,12.0,0.0,0.009
20401,56.0,134093.0,11.0,8.0,0.0175
20402,72.0,21192.0,15.0,14.0,0.0275
20403,49.0,79090.0,12.0,8.0,0.0175
20404,56.0,34488.0,9.0,6.0,0.0175
20405,66.0,165809.0,11.0,6.0,0.0175
20406,51.0,230010.0,13.0,8.0,0.0175
20407,64.0,304974.0,15.0,13.0,0.0225
20408,42.0,216362.0,14.0,3.0,0.009
20409,50.0,97287.0,14.0,11.0,0.0225
20410,48.0,141285.0,17.0,2.0,0.009
20411,68.0,220063.0,13.0,3.0,0.009
20412,51.0,21813.0,12.0,2.0,0.009
20413,56.0,152484.0,11.0,2.0,0.009
20414,49.0,18051.0,16.0,0.0,0.009
20415,63.0,140571.0,12.0,5.0,0.0125
20416,53.0,95493.0,20.0,9.0,0.0225
20417,44.0,153348.0,15.0,1.0,0.009
20418,58.0,256056.0,18.0,13.0,0.0225
20419,50.0,30363.0,12.0,3.0,0.009
20420,50.0,23454.0,11.0,1.0,0.009
20421,49.0,206864.0,12.0,1.0,0.009
20422,69.0,125862.0,10.0,5.0,0.0125
20423,47.0,92615.0,19.0,7.0,0.0175
20424,47.0,39233.0,13.0,8.0,0.0175
20425,59.0,90765.0,14.0,8.0,0.0175
20426,61.0,265386.0,15.0,7.0,0.0175
20427,40.0,104896.0,14.0,2.0,0.009
20428,45.0,185527.0,12.0,3.0,0.009
20429,74.0,122211.0,18.0,15.0,0.0275
20430,53.0,108930.0,20.0,16.0,0.0275
20431,60.0,88111.0,14.0,11.0,0.0225
20432,55.0,79741.0,12.0,3.0,0.009
20433,59.0,98113.0,14.0,10.0,0.0225
20434,54.0,81411.0,14.0,9.0,0.0225
20435,64.0,145556.0,15.0,12.0,0.0225
20436,47.0,69713.0,18.0,10.0,0.0225
20437,52.0,91175.0,14.0,10.0,0.0225
20438,55.0,118098.0,20.0,7.0,0.0175
20439,50.0,86187.0,11.0,0.0,0.009
20440,48.0,42272.0,18.0,2.0,0.009
20441,48.0,236068.0,14.0,1.0,0.009
20442,59.0,105011.0,12.0,11.0,0.0225
20443,41.0,384299.0,14.0,0.0,0.009
20444,55.0,41534.0,12.0,7.0,0.0175
20445,58.0,129110.0,19.0,8.0,0.0175
20446,51.0,202441.0,16.0,11.0,0.0225
20447,51.0,169996.0,11.0,1.0,0.009
20448,58.0,141279.0,13.0,10.0,0.0225
20449,49.0,270716.0,16.0,3.0,0.009
20450,54.0,161342.0,9.0,1.0,0.009
20451,56.0,120942.0,11.0,0.0,0.009
20452,45.0,56542.0,13.0,4.0,0.0125
20453,58.0,54527.0,13.0,7.0,0.0175
20454,72.0,37852.0,14.0,11.0,0.0225
20455,55.0,210336.0,17.0,12.0,0.0225
20456,58.0,280963.0,15.0,1.0,0.009
20457,64.0,77876.0,16.0,2.0,0.009
20458,63.0,122826.0,16.0,10.0,0.0225
20459,63.0,123527.0,17.0,4.0,0.0125
20460,70.0,333365.0,9.0,6.0,0.0175
20461,58.0,354154.0,20.0,9.0,0.0225
20462,72.0,126258.0,14.0,0.0,0.009
20463,61.0,74938.0,12.0,9.0,0.0225
20464,39.0,42102.0,13.0,4.0,0.0125
20465,54.0,304392.0,14.0,8.0,0.0175
20466,63.0,165514.0,20.0,16.0,0.0275
20467,78.0,132802.0,13.0,4.0,0.0125
20468,62.0,373034.0,10.0,8.0,0.0175
20469,49.0,121361.0,13.0,7.0,0.0175
20470,51.0,188971.0,17.0,3.0,0.009
20471,55.0,286126.0,11.0,5.0,0.0125
20472,50.0,109543.0,14.0,4.0,0.0125
20473,61.0,184480.0,17.0,3.0,0.009
20474,52.0,44898.0,11.0,2.0,0.009
20475,58.0,174992.0,16.0,11.0,0.0225
20476,62.0,50897.0,14.0,2.0,0.009
20477,64.0,165921.0,13.0,8.0,0.0175
20478,44.0,193133.0,18.0,5.0,0.0125
20479,54.0,118217.0,14.0,7.0,0.0175
20480,55.0,377077.0,19.0,12.0,0.0225
20481,68.0,360799.0,16.0,14.0,0.0275
20482,55.0,180234.0,13.0,8.0,0.0175
20483,57.0,141368.0,17.0,8.0,0.0175
20484,63.0,35699.0,11.0,6.0,0.0175
20485,51.0,126034.0,15.0,5.0,0.0125
20486,50.0,32946.0,21.0,3.0,0.009
20487,56.0,104512.0,17.0,11.0,0.0225
20488,52.0,346847.0,8.0,0.0,0.009
20489,39.0,124468.0,26.0,1.0,0.009
20490,66.0,167471.0,18.0,17.0,0.0325
20491,63.0,279928.0,10.0,6.0,0.0175
20492,38.0,429442.0,13.0,0.0,0.009
20493,72.0,74393.0,19.0,14.0,0.0275
20494,56.0,79776.0,14.0,3.0,0.009
20495,51.0,80680.0,16.0,6.0,0.0175
20496,51.0,98082.0,9.0,5.0,0.0125
20497,56.0,197627.0,11.0,4.0,0.0125
20498,42.0,54844.0,13.0,1.0,0.009
20499,65.0,117929.0,17.0,12.0,0.0225
20500,59.0,20621.0,17.0,14.0,0.0275
20501,61.0,145879.0,10.0,5.0,0.0125
20502,58.0,159214.0,14.0,5.0,0.0125
20503,51.0,184924.0,15.0,0.0,0.009
20504,69.0,148430.0,22.0,10.0,0.0225
20505,59.0,130100.0,24.0,14.0,0.0275
20506,66.0,264460.0,18.0,15.0,0.0275
20507,44.0,132926.0,10.0,5.0,0.0125
20508,62.0,322725.0,14.0,9.0,0.0225
20509,56.0,187809.0,14.0,0.0,0.009
20510,45.0,76393.0,14.0,5.0,0.0125
20511,60.0,131486.0,18.0,13.0,0.0225
20512,61.0,107220.0,14.0,13.0,0.0225
20513,67.0,72580.0,12.0,5.0,0.0125
20514,63.0,366540.0,13.0,11.0,0.0225
20515,66.0,75374.0,14.0,2.0,0.009
20516,57.0,146703.0,13.0,10.0,0.0225
20517,41.0,132348.0,12.0,1.0,0.009
20518,64.0,221295.0,17.0,10.0,0.0225
20519,72.0,150026.0,18.0,3.0,0.009
20520,47.0,237884.0,12.0,4.0,0.0125
20521,53.0,79425.0,9.0,4.0,0.0125
20522,52.0,194735.0,14.0,2.0,0.009
20523,61.0,13566.0,20.0,14.0,0.0275
20524,62.0,69481.0,11.0,6.0,0.0175
20525,53.0,169639.0,15.0,7.0,0.0175
20526,49.0,251955.0,20.0,3.0,0.009
20527,53.0,123045.0,13.0,10.0,0.0225
20528,61.0,48833.0,15.0,6.0,0.0175
20529,71.0,291543.0,13.0,8.0,0.0175
20530,54.0,119943.0,12.0,1.0,0.009
20531,61.0,449478.0,18.0,13.0,0.0225
20532,51.0,177295.0,14.0,3.0,0.009
20533,46.0,338114.0,14.0,0.0,0.009
20534,50.0,96338.0,14.0,1.0,0.009
20535,62.0,439721.0,15.0,10.0,0.0225
20536,63.0,85266.0,11.0,3.0,0.009
20537,57.0,145900.0,14.0,10.0,0.0225
20538,51.0,173902.0,13.0,0.0,0.009
20539,57.0,222865.0,16.0,7.0,0.0175
20540,65.0,298724.0,12.0,7.0,0.0175
20541,59.0,162722.0,13.0,7.0,0.0175
20542,57.0,51464.0,14.0,2.0,0.009
20543,47.0,120190.0,11.0,3.0,0.009
20544,56.0,127996.0,12.0,10.0,0.0225
20545,46.0,110347.0,17.0,0.0,0.009
20546,56.0,84369.0,13.0,7.0,0.0175
20547,57.0,98378.0,15.0,3.0,0.009
20548,65.0,205749.0,14.0,5.0,0.0125
20549,51.0,117429.0,13.0,6.0,0.0175
20550,58.0,107632.0,15.0,8.0,0.0175
20551,59.0,81599.0,20.0,13.0,0.0225
20552,54.0,152734.0,21.0,11.0,0.0225
20553,41.0,74560.0,14.0,0.0,0.009
20554,57.0,125203.0,10.0,1.0,0.009
20555,56.0,207599.0,17.0,5.0,0.0125
20556,55.0,66892.0,19.0,4.0,0.0125
20557,72.0,307751.0,10.0,8.0,0.0175
20558,55.0,45287.0,15.0,0.0,0.009
20559,61.0,83045.0,12.0,9.0,0.0225
20560,47.0,279770.0,17.0,5.0,0.0125
20561,65.0,45266.0,10.0,4.0,0.0125
20562,49.0,88570.0,17.0,7.0,0.0175
20563,55.0,389892.0,20.0,1.0,0.009
20564,44.0,106588.0,21.0,3.0,0.009
20565,67.0,213940.0,18.0,14.0,0.0275
20566,48.0,118629.0,11.0,8.0,0.0175
20567,58.0,28383.0,12.0,6.0,0.0175
20568,53.0,74555.0,11.0,0.0,0.009
20569,69.0,56726.0,14.0,4.0,0.0125
20570,66.0,74258.0,18.0,15.0,0.0275
20571,40.0,152528.0,13.0,1.0,0.009
20572,75.0,118520.0,7.0,5.0,0.0125
20573,56.0,55029.0,16.0,1.0,0.009
20574,59.0,138387.0,17.0,14.0,0.0275
20575,79.0,383822.0,22.0,21.0,0.04
20576,47.0,135961.0,12.0,6.0,0.0175
20577,54.0,199395.0,14.0,3.0,0.009
20578,58.0,81765.0,15.0,0.0,0.009
20579,63.0,121309.0,12.0,6.0,0.0175
20580,69.0,415138.0,14.0,12.0,0.0225
20581,55.0,90798.0,12.0,2.0,0.009
20582,63.0,227006.0,13.0,4.0,0.0125
20583,64.0,97797.0,16.0,13.0,0.0225
20584,66.0,97142.0,11.0,10.0,0.0225
20585,45.0,182296.0,12.0,2.0,0.009
20586,45.0,40823.0,14.0,0.0,0.009
20587,59.0,203008.0,11.0,7.0,0.0175
20588,60.0,138769.0,16.0,10.0,0.0225
20589,51.0,365381.0,14.0,1.0,0.009
20590,46.0,183443.0,10.0,6.0,0.0175
20591,72.0,76513.0,15.0,13.0,0.0225
20592,50.0,23462.0,13.0,1.0,0.009
20593,64.0,127963.0,10.0,8.0,0.0175
20594,58.0,271780.0,14.0,11.0,0.0225
20595,57.0,112718.0,15.0,12.0,0.0225
20596,54.0,37234.0,18.0,1.0,0.009
20597,45.0,97311.0,15.0,2.0,0.009
20598,46.0,199426.0,12.0,6.0,0.0175
20599,48.0,45511.0,16.0,0.0,0.009
20600,61.0,175496.0,14.0,11.0,0.0225
20601,55.0,150961.0,17.0,2.0,0.009
20602,67.0,93706.0,9.0,8.0,0.0175
20603,74.0,158591.0,15.0,14.0,0.0275
20604,66.0,196546.0,17.0,16.0,0.0275
20605,60.0,55396.0,20.0,9.0,0.0225
20606,52.0,134795.0,14.0,10.0,0.0225
20607,49.0,355874.0,14.0,0.0,0.009
20608,80.0,357563.0,19.0,12.0,0.0225
20609,59.0,73559.0,14.0,1.0,0.009
20610,44.0,50356.0,12.0,5.0,0.0125
20611,68.0,45938.0,18.0,13.0,0.0225
20612,61.0,392470.0,15.0,9.0,0.0225
20613,70.0,177745.0,19.0,18.0,0.0325
20614,54.0,137116.0,10.0,9.0,0.0225
20615,41.0,297980.0,17.0,0.0,0.009
20616,63.0,131494.0,13.0,5.0,0.0125
20617,65.0,254702.0,16.0,10.0,0.0225
20618,51.0,107878.0,13.0,6.0,0.0175
20619,74.0,30437.0,11.0,10.0,0.0225
20620,54.0,203650.0,14.0,10.0,0.0225
20621,51.0,121528.0,18.0,8.0,0.0175
20622,61.0,54372.0,21.0,12.0,0.0225
20623,49.0,77063.0,11.0,2.0,0.009
20624,53.0,141196.0,12.0,7.0,0.0175
20625,45.0,31001.0,13.0,2.0,0.009
20626,54.0,198807.0,17.0,11.0,0.0225
20627,71.0,162771.0,16.0,7.0,0.0175
20628,44.0,124197.0,16.0,6.0,0.0175
20629,54.0,126770.0,11.0,6.0,0.0175
20630,65.0,131066.0,13.0,9.0,0.0225
20631,62.0,35495.0,11.0,7.0,0.0175
20632,52.0,186387.0,15.0,11.0,0.0225
20633,58.0,307350.0,10.0,6.0,0.0175
20634,54.0,114394.0,13.0,10.0,0.0225
20635,46.0,276325.0,9.0,2.0,0.009
20636,46.0,206879.0,14.0,6.0,0.0175
20637,57.0,163326.0,12.0,6.0,0.0175
20638,54.0,119944.0,12.0,3.0,0.009
20639,58.0,100903.0,11.0,2.0,0.009
20640,45.0,185194.0,14.0,8.0,0.0175
20641,57.0,150381.0,16.0,7.0,0.0175
20642,57.0,219662.0,14.0,5.0,0.0125
20643,51.0,25768.0,13.0,8.0,0.0175
20644,48.0,88200.0,11.0,4.0,0.0125
20645,49.0,325177.0,15.0,4.0,0.0125
20646,44.0,61121.0,10.0,1.0,0.009
20647,70.0,158794.0,16.0,8.0,0.0175
20648,53.0,147878.0,15.0,5.0,0.0125
20649,63.0,168581.0,14.0,6.0,0.0175
20650,59.0,104808.0,12.0,7.0,0.0175
20651,41.0,130389.0,16.0,2.0,0.009
20652,56.0,166415.0,19.0,7.0,0.0175
20653,49.0,335076.0,14.0,3.0,0.009
20654,61.0,307466.0,16.0,7.0,0.0175
20655,44.0,260444.0,12.0,2.0,0.009
20656,56.0,113833.0,15.0,5.0,0.0125
20657,64.0,54452.0,18.0,10.0,0.0225
20658,50.0,142713.0,18.0,5.0,0.0125
20659,52.0,147209.0,14.0,8.0,0.0175
20660,55.0,259367.0,16.0,13.0,0.0225
20661,61.0,176109.0,11.0,1.0,0.009
20662,66.0,82017.0,16.0,15.0,0.0275
20663,53.0,41154.0,17.0,14.0,0.0275
20664,51.0,122867.0,17.0,4.0,0.0125
20665,50.0,482585.0,10.0,6.0,0.0175
20666,54.0,270710.0,17.0,9.0,0.0225
20667,61.0,172395.0,14.0,8.0,0.0175
20668,64.0,243384.0,15.0,9.0,0.0225
20669,47.0,23639.0,20.0,8.0,0.0175
20670,51.0,76140.0,13.0,3.0,0.009
20671,44.0,80703.0,11.0,6.0,0.0175
20672,56.0,48589.0,14.0,1.0,0.009
20673,54.0,162278.0,14.0,4.0,0.0125
20674,70.0,126459.0,14.0,9.0,0.0225
20675,54.0,68375.0,11.0,10.0,0.0225
20676,75.0,97189.0,14.0,8.0,0.0175
20677,47.0,118729.0,21.0,4.0,0.0125
20678,57.0,207500.0,10.0,8.0,0.0175
20679,51.0,310263.0,12.0,11.0,0.0225
20680,63.0,38630.0,11.0,3.0,0.009
20681,71.0,226813.0,16.0,6.0,0.0175
20682,48.0,268415.0,14.0,5.0,0.0125
20683,53.0,77138.0,15.0,4.0,0.0125
20684,51.0,105312.0,15.0,12.0,0.0225
20685,40.0,202259.0,12.0,3.0,0.009
20686,59.0,193150.0,15.0,12.0,0.0225
20687,71.0,283778.0,21.0,17.0,0.0325
20688,57.0,131710.0,15.0,8.0,0.0175
20689,82.0,109506.0,13.0,8.0,0.0175
20690,54.0,196243.0,21.0,3.0,0.009
20691,56.0,53605.0,13.0,4.0,0.0125
20692,56.0,417922.0,18.0,6.0,0.0175
20693,63.0,136709.0,22.0,14.0,0.0275
20694,45.0,76268.0,17.0,3.0,0.009
20695,56.0,274453.0,10.0,6.0,0.0175
20696,65.0,290950.0,20.0,9.0,0.0225
20697,60.0,141550.0,13.0,12.0,0.0225
20698,52.0,75637.0,13.0,1.0,0.009
20699,62.0,67155.0,17.0,5.0,0.0125
20700,49.0,159795.0,16.0,3.0,0.009
20701,61.0,239534.0,17.0,8.0,0.0175
20702,58.0,274435.0,18.0,8.0,0.0175
20703,58.0,175176.0,14.0,8.0,0.0175
20704,54.0,134134.0,14.0,3.0,0.009
20705,54.0,178255.0,14.0,0.0,0.009
20706,45.0,171026.0,12.0,1.0,0.009
20707,61.0,93553.0,13.0,0.0,0.009
20708,51.0,66001.0,12.0,4.0,0.0125
20709,74.0,173479.0,19.0,18.0,0.0325
20710,42.0,106677.0,11.0,9.0,0.0225
20711,73.0,212397.0,22.0,18.0,0.0325
20712,49.0,109156.0,11.0,4.0,0.0125
20713,49.0,97588.0,18.0,0.0,0.009
20714,40.0,69622.0,9.0,0.0,0.009
20715,59.0,101784.0,11.0,2.0,0.009
20716,54.0,219159.0,13.0,3.0,0.009
20717,49.0,187078.0,12.0,5.0,0.0125
20718,72.0,38528.0,24.0,8.0,0.0175
20719,45.0,129540.0,14.0,8.0,0.0175
20720,59.0,52914.0,16.0,10.0,0.0225
20721,70.0,251688.0,13.0,8.0,0.0175
20722,60.0,19630.0,13.0,1.0,0.009
20723,50.0,87490.0,13.0,1.0,0.009
20724,52.0,101292.0,17.0,15.0,0.0275
20725,58.0,189686.0,13.0,0.0,0.009
20726,42.0,71043.0,17.0,3.0,0.009
20727,56.0,252497.0,14.0,7.0,0.0175
20728,57.0,71201.0,13.0,11.0,0.0225
20729,60.0,115232.0,18.0,7.0,0.0175
20730,63.0,59191.0,13.0,4.0,0.0125
20731,60.0,186108.0,13.0,8.0,0.0175
20732,50.0,345833.0,16.0,1.0,0.009
20733,65.0,68873.0,12.0,1.0,0.009
20734,59.0,253879.0,11.0,8.0,0.0175
20735,42.0,317274.0,15.0,4.0,0.0125
20736,57.0,45861.0,9.0,8.0,0.0175
20737,49.0,149509.0,20.0,4.0,0.0125
20738,52.0,111478.0,12.0,8.0,0.0175
20739,46.0,164537.0,16.0,4.0,0.0125
20740,50.0,235787.0,10.0,7.0,0.0175
20741,46.0,23101.0,11.0,2.0,0.009
20742,59.0,92236.0,17.0,1.0,0.009
20743,59.0,90938.0,18.0,5.0,0.0125
20744,50.0,39150.0,18.0,12.0,0.0225
20745,53.0,159625.0,12.0,3.0,0.009
20746,52.0,30595.0,12.0,9.0,0.0225
20747,51.0,87957.0,16.0,1.0,0.009
20748,50.0,171037.0,13.0,0.0,0.009
20749,68.0,232533.0,17.0,15.0,0.0275
20750,59.0,149311.0,12.0,3.0,0.009
20751,58.0,256738.0,13.0,8.0,0.0175
20752,61.0,416108.0,14.0,5.0,0.0125
20753,47.0,55440.0,15.0,0.0,0.009
20754,53.0,108679.0,19.0,10.0,0.0225
20755,67.0,167808.0,19.0,13.0,0.0225
20756,53.0,142961.0,14.0,2.0,0.009
20757,75.0,202847.0,16.0,13.0,0.0225
20758,73.0,28738.0,18.0,14.0,0.0275
20759,42.0,147069.0,15.0,6.0,0.0175
20760,42.0,109344.0,13.0,10.0,0.0225
20761,47.0,219602.0,13.0,3.0,0.009
20762,69.0,169079.0,13.0,0.0,0.009
20763,59.0,268183.0,9.0,5.0,0.0125
20764,52.0,56935.0,14.0,4.0,0.0125
20765,69.0,133320.0,15.0,2.0,0.009
20766,44.0,181062.0,12.0,2.0,0.009
20767,46.0,66543.0,24.0,1.0,0.009
20768,70.0,182710.0,18.0,7.0,0.0175
20769,56.0,314221.0,17.0,12.0,0.0225
20770,53.0,42593.0,12.0,3.0,0.009
20771,59.0,115915.0,13.0,0.0,0.009
20772,61.0,143188.0,12.0,4.0,0.0125
20773,62.0,53966.0,11.0,10.0,0.0225
20774,52.0,111778.0,14.0,11.0,0.0225
20775,45.0,48110.0,14.0,7.0,0.0175
20776,56.0,242844.0,12.0,2.0,0.009
20777,45.0,133392.0,11.0,2.0,0.009
20778,63.0,107091.0,20.0,13.0,0.0225
20779,75.0,93829.0,15.0,12.0,0.0225
20780,57.0,99845.0,18.0,0.0,0.009
20781,59.0,227938.0,14.0,9.0,0.0225
20782,51.0,334995.0,12.0,10.0,0.0225
20783,45.0,59065.0,15.0,2.0,0.009
20784,56.0,53170.0,12.0,10.0,0.0225
20785,55.0,63174.0,14.0,13.0,0.0225
20786,56.0,137226.0,15.0,7.0,0.0175
20787,63.0,131934.0,13.0,8.0,0.0175
20788,49.0,58435.0,13.0,0.0,0.009
20789,59.0,119221.0,16.0,11.0,0.0225
20790,50.0,219959.0,18.0,3.0,0.009
20791,63.0,99771.0,12.0,11.0,0.0225
20792,44.0,119198.0,13.0,3.0,0.009
20793,52.0,137276.0,15.0,5.0,0.0125
20794,62.0,78335.0,17.0,15.0,0.0275
20795,83.0,338832.0,20.0,11.0,0.0225
20796,58.0,352247.0,16.0,5.0,0.0125
20797,54.0,59304.0,13.0,2.0,0.009
20798,67.0,132839.0,15.0,4.0,0.0125
20799,53.0,106704.0,21.0,0.0,0.009
20800,60.0,191389.0,12.0,7.0,0.0175
20801,51.0,72839.0,12.0,4.0,0.0125
20802,65.0,39359.0,20.0,6.0,0.0175
20803,52.0,153526.0,11.0,0.0,0.009
20804,56.0,77595.0,12.0,0.0,0.009
20805,70.0,138295.0,12.0,10.0,0.0225
20806,60.0,131858.0,11.0,4.0,0.0125
20807,61.0,270445.0,13.0,7.0,0.0175
20808,61.0,204048.0,18.0,13.0,0.0225
20809,61.0,47568.0,12.0,8.0,0.0175
20810,68.0,68836.0,12.0,8.0,0.0175
20811,56.0,147159.0,13.0,2.0,0.009
20812,54.0,259515.0,14.0,9.0,0.0225
20813,60.0,147854.0,17.0,5.0,0.0125
20814,61.0,70137.0,11.0,8.0,0.0175
20815,43.0,45755.0,13.0,2.0,0.009
20816,59.0,94346.0,12.0,3.0,0.009
20817,70.0,118128.0,10.0,4.0,0.0125
20818,73.0,29486.0,17.0,1.0,0.009
20819,73.0,97883.0,28.0,19.0,0.0325
20820,61.0,134437.0,14.0,13.0,0.0225
20821,72.0,227800.0,18.0,17.0,0.0325
20822,42.0,98213.0,14.0,1.0,0.009
20823,52.0,394617.0,11.0,10.0,0.0225
20824,49.0,180617.0,25.0,4.0,0.0125
20825,59.0,93117.0,20.0,8.0,0.0175
20826,100.0,98755.0,20.0,5.0,0.0125
20827,49.0,71003.0,14.0,10.0,0.0225
20828,52.0,108777.0,15.0,6.0,0.0175
20829,65.0,28728.0,13.0,6.0,0.0175
20830,55.0,92215.0,14.0,5.0,0.0125
20831,53.0,105169.0,17.0,1.0,0.009
20832,68.0,93616.0,21.0,10.0,0.0225
20833,58.0,68312.0,21.0,16.0,0.0275
20834,49.0,198535.0,13.0,0.0,0.009
20835,53.0,173076.0,9.0,1.0,0.009
20836,48.0,36278.0,13.0,4.0,0.0125
20837,51.0,113734.0,12.0,3.0,0.009
20838,59.0,155139.0,20.0,15.0,0.0275
20839,89.0,126474.0,17.0,10.0,0.0225
20840,60.0,278239.0,11.0,10.0,0.0225
20841,53.0,98535.0,16.0,11.0,0.0225
20842,52.0,201129.0,12.0,5.0,0.0125
20843,65.0,55204.0,13.0,10.0,0.0225
20844,45.0,136264.0,12.0,1.0,0.009
20845,60.0,499002.0,22.0,14.0,0.0275
20846,49.0,322305.0,14.0,9.0,0.0225
20847,58.0,129834.0,13.0,8.0,0.0175
20848,48.0,163330.0,17.0,5.0,0.0125
20849,58.0,26758.0,23.0,1.0,0.009
20850,57.0,41999.0,12.0,7.0,0.0175
20851,52.0,127684.0,14.0,3.0,0.009
20852,42.0,138790.0,13.0,2.0,0.009
20853,53.0,232366.0,9.0,5.0,0.0125
20854,69.0,137422.0,12.0,8.0,0.0175
20855,44.0,242374.0,13.0,2.0,0.009
20856,54.0,107120.0,11.0,8.0,0.0175
20857,59.0,330055.0,16.0,14.0,0.0275
20858,64.0,96178.0,13.0,6.0,0.0175
20859,48.0,129677.0,12.0,2.0,0.009
20860,64.0,312315.0,15.0,8.0,0.0175
20861,61.0,196554.0,10.0,8.0,0.0175
20862,66.0,92156.0,14.0,10.0,0.0225
20863,48.0,102087.0,11.0,4.0,0.0125
20864,65.0,412020.0,17.0,9.0,0.0225
20865,59.0,64700.0,15.0,9.0,0.0225
20866,59.0,121515.0,17.0,7.0,0.0175
20867,49.0,94112.0,16.0,1.0,0.009
20868,71.0,89199.0,13.0,7.0,0.0175
20869,52.0,123958.0,11.0,4.0,0.0125
20870,50.0,144383.0,9.0,0.0,0.009
