,age,fund,salary,salary_scale,contribution
4717,0.209716796875,-0.170166015625,0.981201171875,-0.676025390625,-0.021728515625
4718,-0.790283203125,0.829833984375,-0.018798828125,0.323974609375,0.978271484375
4719,-0.852783203125,-0.232666015625,-0.831298828125,0.136474609375,0.040771484375
4720,0.147216796875,0.767333984375,0.168701171875,-0.863525390625,-0.959228515625
4721,0.647216796875,-0.732666015625,0.668701171875,0.636474609375,-0.459228515625
4722,-0.352783203125,0.267333984375,-0.331298828125,-0.363525390625,0.540771484375
4723,-0.102783203125,-0.982666015625,0.418701171875,0.386474609375,-0.209228515625
4724,0.897216796875,0.017333984375,-0.581298828125,-0.613525390625,0.790771484375
4725,0.397216796875,-0.482666015625,-0.081298828125,0.886474609375,0.290771484375
4726,-0.602783203125,0.517333984375,0.918701171875,-0.113525390625,-0.709228515625
4727,-0.727783203125,-0.607666015625,-0.456298828125,-0.738525390625,-0.834228515625
4728,0.272216796875,0.392333984375,0.543701171875,0.261474609375,0.165771484375
4729,0.772216796875,-0.107666015625,0.043701171875,-0.238525390625,0.665771484375
4730,-0.227783203125,0.892333984375,-0.956298828125,0.761474609375,-0.334228515625
4731,-0.477783203125,-0.357666015625,0.793701171875,-0.988525390625,0.915771484375
4732,0.522216796875,0.642333984375,-0.206298828125,0.011474609375,-0.084228515625
4733,0.022216796875,-0.857666015625,-0.706298828125,-0.488525390625,-0.584228515625
4734,-0.977783203125,0.142333984375,0.293701171875,0.511474609375,0.415771484375
4735,-0.969970703125,-0.146728515625,0.832763671875,-0.355712890625,-0.560791015625
4736,0.030029296875,0.853271484375,-0.167236328125,0.644287109375,0.439208984375
4737,0.530029296875,-0.646728515625,-0.667236328125,-0.855712890625,0.939208984375
4738,-0.469970703125,0.353271484375,0.332763671875,0.144287109375,-0.060791015625
4739,-0.219970703125,-0.896728515625,-0.417236328125,-0.105712890625,0.689208984375
4740,0.780029296875,0.103271484375,0.582763671875,0.894287109375,-0.310791015625
4741,0.280029296875,-0.396728515625,0.082763671875,-0.605712890625,-0.810791015625
4742,-0.719970703125,0.603271484375,-0.917236328125,0.394287109375,0.189208984375
4743,-0.594970703125,-0.521728515625,0.457763671875,0.769287109375,0.314208984375
4744,0.405029296875,0.478271484375,-0.542236328125,-0.230712890625,-0.685791015625
4745,0.905029296875,-0.021728515625,-0.042236328125,0.269287109375,-0.185791015625
4746,-0.094970703125,0.978271484375,0.957763671875,-0.730712890625,0.814208984375
4747,-0.344970703125,-0.271728515625,-0.792236328125,0.519287109375,-0.435791015625
4748,0.655029296875,0.728271484375,0.207763671875,-0.480712890625,0.564208984375
4749,0.155029296875,-0.771728515625,0.707763671875,0.019287109375,0.064208984375
4750,-0.844970703125,0.228271484375,-0.292236328125,-0.980712890625,-0.935791015625
4751,-0.782470703125,-0.834228515625,-0.604736328125,-0.543212890625,-0.123291015625
4752,0.217529296875,0.165771484375,0.395263671875,0.456787109375,0.876708984375
4753,0.717529296875,-0.334228515625,0.895263671875,-0.043212890625,0.376708984375
4754,-0.282470703125,0.665771484375,-0.104736328125,0.956787109375,-0.623291015625
4755,-0.032470703125,-0.084228515625,0.145263671875,-0.793212890625,0.126708984375
4756,0.967529296875,0.915771484375,-0.854736328125,0.206787109375,-0.873291015625
4757,0.467529296875,-0.584228515625,-0.354736328125,-0.293212890625,-0.373291015625
4758,-0.532470703125,0.415771484375,0.645263671875,0.706787109375,0.626708984375
4759,-0.657470703125,-0.459228515625,-0.229736328125,0.081787109375,0.751708984375
4760,0.342529296875,0.540771484375,0.770263671875,-0.918212890625,-0.248291015625
4761,0.842529296875,-0.959228515625,0.270263671875,0.581787109375,-0.748291015625
4762,-0.157470703125,0.040771484375,-0.729736328125,-0.418212890625,0.251708984375
4763,-0.407470703125,-0.709228515625,0.520263671875,0.331787109375,-0.998291015625
4764,0.592529296875,0.290771484375,-0.479736328125,-0.668212890625,0.001708984375
4765,0.092529296875,-0.209228515625,-0.979736328125,0.831787109375,0.501708984375
4766,-0.907470703125,0.790771484375,0.020263671875,-0.168212890625,-0.498291015625
4767,-0.876220703125,-0.677978515625,-0.073486328125,0.550537109375,0.095458984375
4768,0.123779296875,0.322021484375,0.926513671875,-0.449462890625,-0.904541015625
4769,0.623779296875,-0.177978515625,0.426513671875,0.050537109375,-0.404541015625
4770,-0.376220703125,0.822021484375,-0.573486328125,-0.949462890625,0.595458984375
4771,-0.126220703125,-0.427978515625,0.676513671875,0.800537109375,-0.154541015625
4772,0.873779296875,0.572021484375,-0.323486328125,-0.199462890625,0.845458984375
4773,0.373779296875,-0.927978515625,-0.823486328125,0.300537109375,0.345458984375
4774,-0.626220703125,0.072021484375,0.176513671875,-0.699462890625,-0.654541015625
4775,-0.501220703125,-0.052978515625,-0.698486328125,-0.074462890625,-0.779541015625
4776,0.498779296875,0.947021484375,0.301513671875,0.925537109375,0.220458984375
4777,0.998779296875,-0.552978515625,0.801513671875,-0.574462890625,0.720458984375
4778,-0.001220703125,0.447021484375,-0.198486328125,0.425537109375,-0.279541015625
4779,-0.251220703125,-0.802978515625,0.051513671875,-0.324462890625,0.970458984375
4780,0.748779296875,0.197021484375,-0.948486328125,0.675537109375,-0.029541015625
4781,0.248779296875,-0.302978515625,-0.448486328125,-0.824462890625,-0.529541015625
4782,-0.751220703125,0.697021484375,0.551513671875,0.175537109375,0.470458984375
4783,-0.813720703125,-0.365478515625,0.364013671875,0.363037109375,0.532958984375
4784,0.186279296875,0.634521484375,-0.635986328125,-0.636962890625,-0.467041015625
4785,0.686279296875,-0.865478515625,-0.135986328125,0.863037109375,-0.967041015625
4786,-0.313720703125,0.134521484375,0.864013671875,-0.136962890625,0.032958984375
4787,-0.063720703125,-0.615478515625,-0.885986328125,0.113037109375,-0.717041015625
4788,0.936279296875,0.384521484375,0.114013671875,-0.886962890625,0.282958984375
4789,0.436279296875,-0.115478515625,0.614013671875,0.613037109375,0.782958984375
4790,-0.563720703125,0.884521484375,-0.385986328125,-0.386962890625,-0.217041015625
4791,-0.688720703125,-0.990478515625,0.989013671875,-0.761962890625,-0.342041015625
4792,0.311279296875,0.009521484375,-0.010986328125,0.238037109375,0.657958984375
4793,0.811279296875,-0.490478515625,-0.510986328125,-0.261962890625,0.157958984375
4794,-0.188720703125,0.509521484375,0.489013671875,0.738037109375,-0.842041015625
4795,-0.438720703125,-0.240478515625,-0.260986328125,-0.511962890625,0.407958984375
4796,0.561279296875,0.759521484375,0.739013671875,0.488037109375,-0.592041015625
4797,0.061279296875,-0.740478515625,0.239013671875,-0.011962890625,-0.092041015625
4798,-0.938720703125,0.259521484375,-0.760986328125,0.988037109375,0.907958984375
4799,-0.954345703125,-0.912353515625,0.192138671875,0.222412109375,-0.888916015625
4800,0.045654296875,0.087646484375,-0.807861328125,-0.777587890625,0.111083984375
4801,0.545654296875,-0.412353515625,-0.307861328125,0.722412109375,0.611083984375
4802,-0.454345703125,0.587646484375,0.692138671875,-0.277587890625,-0.388916015625
4803,-0.204345703125,-0.162353515625,-0.557861328125,0.472412109375,0.861083984375
4804,0.795654296875,0.837646484375,0.442138671875,-0.527587890625,-0.138916015625
4805,0.295654296875,-0.662353515625,0.942138671875,0.972412109375,-0.638916015625
4806,-0.704345703125,0.337646484375,-0.057861328125,-0.027587890625,0.361083984375
4807,-0.579345703125,-0.287353515625,0.567138671875,-0.652587890625,0.236083984375
4808,0.420654296875,0.712646484375,-0.432861328125,0.347412109375,-0.763916015625
4809,0.920654296875,-0.787353515625,-0.932861328125,-0.152587890625,-0.263916015625
4810,-0.079345703125,0.212646484375,0.067138671875,0.847412109375,0.736083984375
4811,-0.329345703125,-0.537353515625,-0.182861328125,-0.902587890625,-0.013916015625
4812,0.670654296875,0.462646484375,0.817138671875,0.097412109375,0.986083984375
4813,0.170654296875,-0.037353515625,0.317138671875,-0.402587890625,0.486083984375
4814,-0.829345703125,0.962646484375,-0.682861328125,0.597412109375,-0.513916015625
4815,-0.766845703125,-0.099853515625,-0.495361328125,0.909912109375,-0.451416015625
4816,0.233154296875,0.900146484375,0.504638671875,-0.090087890625,0.548583984375
4817,0.733154296875,-0.599853515625,0.004638671875,0.409912109375,0.048583984375
4818,-0.266845703125,0.400146484375,-0.995361328125,-0.590087890625,-0.951416015625
4819,-0.016845703125,-0.849853515625,0.754638671875,0.659912109375,0.298583984375
4820,0.983154296875,0.150146484375,-0.245361328125,-0.340087890625,-0.701416015625
4821,0.483154296875,-0.349853515625,-0.745361328125,0.159912109375,-0.201416015625
4822,-0.516845703125,0.650146484375,0.254638671875,-0.840087890625,0.798583984375
4823,-0.641845703125,-0.724853515625,-0.870361328125,-0.465087890625,0.673583984375
4824,0.358154296875,0.275146484375,0.129638671875,0.534912109375,-0.326416015625
4825,0.858154296875,-0.224853515625,0.629638671875,-0.965087890625,-0.826416015625
4826,-0.141845703125,0.775146484375,-0.370361328125,0.034912109375,0.173583984375
4827,-0.391845703125,-0.474853515625,0.379638671875,-0.215087890625,-0.576416015625
4828,0.608154296875,0.525146484375,-0.620361328125,0.784912109375,0.423583984375
4829,0.108154296875,-0.974853515625,-0.120361328125,-0.715087890625,0.923583984375
4830,-0.891845703125,0.025146484375,0.879638671875,0.284912109375,-0.076416015625
4831,-0.923095703125,-0.381103515625,-0.964111328125,-0.933837890625,0.454833984375
4832,0.076904296875,0.618896484375,0.035888671875,0.066162109375,-0.545166015625
4833,0.576904296875,-0.881103515625,0.535888671875,-0.433837890625,-0.045166015625
4834,-0.423095703125,0.118896484375,-0.464111328125,0.566162109375,0.954833984375
4835,-0.173095703125,-0.631103515625,0.285888671875,-0.683837890625,-0.295166015625
4836,0.826904296875,0.368896484375,-0.714111328125,0.316162109375,0.704833984375
4837,0.326904296875,-0.131103515625,-0.214111328125,-0.183837890625,0.204833984375
4838,-0.673095703125,0.868896484375,0.785888671875,0.816162109375,-0.795166015625
4839,-0.548095703125,-0.756103515625,-0.339111328125,0.441162109375,-0.670166015625
4840,0.451904296875,0.243896484375,0.660888671875,-0.558837890625,0.329833984375
4841,0.951904296875,-0.256103515625,0.160888671875,0.941162109375,0.829833984375
4842,-0.048095703125,0.743896484375,-0.839111328125,-0.058837890625,-0.170166015625
4843,-0.298095703125,-0.006103515625,0.910888671875,0.191162109375,0.579833984375
4844,0.701904296875,0.993896484375,-0.089111328125,-0.808837890625,-0.420166015625
4845,0.201904296875,-0.506103515625,-0.589111328125,0.691162109375,-0.920166015625
4846,-0.798095703125,0.493896484375,0.410888671875,-0.308837890625,0.079833984375
4847,-0.860595703125,-0.568603515625,0.723388671875,-0.246337890625,0.892333984375
4848,0.139404296875,0.431396484375,-0.276611328125,0.753662109375,-0.107666015625
4849,0.639404296875,-0.068603515625,-0.776611328125,-0.746337890625,-0.607666015625
4850,-0.360595703125,0.931396484375,0.223388671875,0.253662109375,0.392333984375
4851,-0.110595703125,-0.318603515625,-0.026611328125,-0.496337890625,-0.857666015625
4852,0.889404296875,0.681396484375,0.973388671875,0.503662109375,0.142333984375
4853,0.389404296875,-0.818603515625,0.473388671875,-0.996337890625,0.642333984375
4854,-0.610595703125,0.181396484375,-0.526611328125,0.003662109375,-0.357666015625
4855,-0.735595703125,-0.193603515625,0.098388671875,0.628662109375,-0.232666015625
4856,0.264404296875,0.806396484375,-0.901611328125,-0.371337890625,0.767333984375
4857,0.764404296875,-0.693603515625,-0.401611328125,0.128662109375,0.267333984375
4858,-0.235595703125,0.306396484375,0.598388671875,-0.871337890625,-0.732666015625
4859,-0.485595703125,-0.943603515625,-0.651611328125,0.878662109375,0.017333984375
4860,0.514404296875,0.056396484375,0.348388671875,-0.121337890625,-0.982666015625
4861,0.014404296875,-0.443603515625,0.848388671875,0.378662109375,-0.482666015625
4862,-0.985595703125,0.556396484375,-0.151611328125,-0.621337890625,0.517333984375
4863,-0.989501953125,-0.439697265625,0.031982421875,0.843505859375,0.208740234375
4864,0.010498046875,0.560302734375,-0.968017578125,-0.156494140625,-0.791259765625
4865,0.510498046875,-0.939697265625,-0.468017578125,0.343505859375,-0.291259765625
4866,-0.489501953125,0.060302734375,0.531982421875,-0.656494140625,0.708740234375
4867,-0.239501953125,-0.689697265625,-0.718017578125,0.593505859375,-0.041259765625
4868,0.760498046875,0.310302734375,0.281982421875,-0.406494140625,0.958740234375
4869,0.260498046875,-0.189697265625,0.781982421875,0.093505859375,0.458740234375
4870,-0.739501953125,0.810302734375,-0.218017578125,-0.906494140625,-0.541259765625
4871,-0.614501953125,-0.814697265625,0.656982421875,-0.281494140625,-0.916259765625
4872,0.385498046875,0.185302734375,-0.343017578125,0.718505859375,0.083740234375
4873,0.885498046875,-0.314697265625,-0.843017578125,-0.781494140625,0.583740234375
4874,-0.114501953125,0.685302734375,0.156982421875,0.218505859375,-0.416259765625
4875,-0.364501953125,-0.064697265625,-0.093017578125,-0.031494140625,0.833740234375
4876,0.635498046875,0.935302734375,0.906982421875,0.968505859375,-0.166259765625
4877,0.135498046875,-0.564697265625,0.406982421875,-0.531494140625,-0.666259765625
4878,-0.864501953125,0.435302734375,-0.593017578125,0.468505859375,0.333740234375
4879,-0.802001953125,-0.502197265625,-0.280517578125,0.031005859375,0.646240234375
4880,0.197998046875,0.497802734375,0.719482421875,-0.968994140625,-0.353759765625
4881,0.697998046875,-0.002197265625,0.219482421875,0.531005859375,-0.853759765625
4882,-0.302001953125,0.997802734375,-0.780517578125,-0.468994140625,0.146240234375
4883,-0.052001953125,-0.252197265625,0.969482421875,0.281005859375,-0.603759765625
4884,0.947998046875,0.747802734375,-0.030517578125,-0.718994140625,0.396240234375
4885,0.447998046875,-0.752197265625,-0.530517578125,0.781005859375,0.896240234375
4886,-0.552001953125,0.247802734375,0.469482421875,-0.218994140625,-0.103759765625
4887,-0.677001953125,-0.127197265625,-0.905517578125,-0.593994140625,-0.478759765625
4888,0.322998046875,0.872802734375,0.094482421875,0.406005859375,0.521240234375
4889,0.822998046875,-0.627197265625,0.594482421875,-0.093994140625,0.021240234375
4890,-0.177001953125,0.372802734375,-0.405517578125,0.906005859375,-0.978759765625
4891,-0.427001953125,-0.877197265625,0.344482421875,-0.843994140625,0.271240234375
4892,0.572998046875,0.122802734375,-0.655517578125,0.156005859375,-0.728759765625
4893,0.072998046875,-0.377197265625,-0.155517578125,-0.343994140625,-0.228759765625
4894,-0.927001953125,0.622802734375,0.844482421875,0.656005859375,0.771240234375
4895,-0.895751953125,-0.970947265625,-0.811767578125,-0.000244140625,-0.635009765625
4896,0.104248046875,0.029052734375,0.188232421875,0.999755859375,0.364990234375
4897,0.604248046875,-0.470947265625,0.688232421875,-0.500244140625,0.864990234375
4898,-0.395751953125,0.529052734375,-0.311767578125,0.499755859375,-0.135009765625
4899,-0.145751953125,-0.220947265625,0.438232421875,-0.250244140625,0.614990234375
4900,0.854248046875,0.779052734375,-0.561767578125,0.749755859375,-0.385009765625
4901,0.354248046875,-0.720947265625,-0.061767578125,-0.750244140625,-0.885009765625
4902,-0.645751953125,0.279052734375,0.938232421875,0.249755859375,0.114990234375
4903,-0.520751953125,-0.345947265625,-0.436767578125,0.624755859375,0.489990234375
4904,0.479248046875,0.654052734375,0.563232421875,-0.375244140625,-0.510009765625
4905,0.979248046875,-0.845947265625,0.063232421875,0.124755859375,-0.010009765625
4906,-0.020751953125,0.154052734375,-0.936767578125,-0.875244140625,0.989990234375
4907,-0.270751953125,-0.595947265625,0.813232421875,0.874755859375,-0.260009765625
4908,0.729248046875,0.404052734375,-0.186767578125,-0.125244140625,0.739990234375
4909,0.229248046875,-0.095947265625,-0.686767578125,0.374755859375,0.239990234375
4910,-0.770751953125,0.904052734375,0.313232421875,-0.625244140625,-0.760009765625
4911,-0.833251953125,-0.033447265625,0.500732421875,-0.812744140625,-0.197509765625
4912,0.166748046875,0.966552734375,-0.499267578125,0.187255859375,0.802490234375
4913,0.666748046875,-0.533447265625,-0.999267578125,-0.312744140625,0.302490234375
4914,-0.333251953125,0.466552734375,0.000732421875,0.687255859375,-0.697509765625
4915,-0.083251953125,-0.783447265625,-0.249267578125,-0.562744140625,0.052490234375
4916,0.916748046875,0.216552734375,0.750732421875,0.437255859375,-0.947509765625
4917,0.416748046875,-0.283447265625,0.250732421875,-0.062744140625,-0.447509765625
4918,-0.583251953125,0.716552734375,-0.749267578125,0.937255859375,0.552490234375
4919,-0.708251953125,-0.658447265625,0.125732421875,0.312255859375,0.927490234375
4920,0.291748046875,0.341552734375,-0.874267578125,-0.687744140625,-0.072509765625
4921,0.791748046875,-0.158447265625,-0.374267578125,0.812255859375,-0.572509765625
4922,-0.208251953125,0.841552734375,0.625732421875,-0.187744140625,0.427490234375
4923,-0.458251953125,-0.408447265625,-0.624267578125,0.062255859375,-0.822509765625
4924,0.541748046875,0.591552734375,0.375732421875,-0.937744140625,0.177490234375
4925,0.041748046875,-0.908447265625,0.875732421875,0.562255859375,0.677490234375
4926,-0.958251953125,0.091552734375,-0.124267578125,-0.437744140625,-0.322509765625
4927,-0.942626953125,-0.736572265625,0.922607421875,-0.703369140625,0.349365234375
4928,0.057373046875,0.263427734375,-0.077392578125,0.296630859375,-0.650634765625
4929,0.557373046875,-0.236572265625,-0.577392578125,-0.203369140625,-0.150634765625
4930,-0.442626953125,0.763427734375,0.422607421875,0.796630859375,0.849365234375
4931,-0.192626953125,-0.486572265625,-0.327392578125,-0.953369140625,-0.400634765625
4932,0.807373046875,0.513427734375,0.672607421875,0.046630859375,0.599365234375
4933,0.307373046875,-0.986572265625,0.172607421875,-0.453369140625,0.099365234375
4934,-0.692626953125,0.013427734375,-0.827392578125,0.546630859375,-0.900634765625
4935,-0.567626953125,-0.111572265625,0.297607421875,0.171630859375,-0.525634765625
4936,0.432373046875,0.888427734375,-0.702392578125,-0.828369140625,0.474365234375
4937,0.932373046875,-0.611572265625,-0.202392578125,0.671630859375,0.974365234375
4938,-0.067626953125,0.388427734375,0.797607421875,-0.328369140625,-0.025634765625
4939,-0.317626953125,-0.861572265625,-0.952392578125,0.421630859375,0.724365234375
4940,0.682373046875,0.138427734375,0.047607421875,-0.578369140625,-0.275634765625
4941,0.182373046875,-0.361572265625,0.547607421875,0.921630859375,-0.775634765625
4942,-0.817626953125,0.638427734375,-0.452392578125,-0.078369140625,0.224365234375
4943,-0.755126953125,-0.299072265625,-0.639892578125,-0.390869140625,0.786865234375
4944,0.244873046875,0.700927734375,0.360107421875,0.609130859375,-0.213134765625
4945,0.744873046875,-0.799072265625,0.860107421875,-0.890869140625,-0.713134765625
4946,-0.255126953125,0.200927734375,-0.139892578125,0.109130859375,0.286865234375
4947,-0.005126953125,-0.549072265625,0.110107421875,-0.140869140625,-0.963134765625
4948,0.994873046875,0.450927734375,-0.889892578125,0.859130859375,0.036865234375
4949,0.494873046875,-0.049072265625,-0.389892578125,-0.640869140625,0.536865234375
4950,-0.505126953125,0.950927734375,0.610107421875,0.359130859375,-0.463134765625
4951,-0.630126953125,-0.924072265625,-0.014892578125,0.984130859375,-0.088134765625
4952,0.369873046875,0.075927734375,0.985107421875,-0.015869140625,0.911865234375
4953,0.869873046875,-0.424072265625,0.485107421875,0.484130859375,0.411865234375
4954,-0.130126953125,0.575927734375,-0.514892578125,-0.515869140625,-0.588134765625
4955,-0.380126953125,-0.174072265625,0.735107421875,0.734130859375,0.161865234375
4956,0.619873046875,0.825927734375,-0.264892578125,-0.265869140625,-0.838134765625
4957,0.119873046875,-0.674072265625,-0.764892578125,0.234130859375,-0.338134765625
4958,-0.880126953125,0.325927734375,0.235107421875,-0.765869140625,0.661865234375
4959,-0.911376953125,-0.205322265625,-0.171142578125,0.390380859375,-0.806884765625
4960,0.088623046875,0.794677734375,0.828857421875,-0.609619140625,0.193115234375
4961,0.588623046875,-0.705322265625,0.328857421875,0.890380859375,0.693115234375
4962,-0.411376953125,0.294677734375,-0.671142578125,-0.109619140625,-0.306884765625
4963,-0.161376953125,-0.955322265625,0.578857421875,0.140380859375,0.943115234375
4964,0.838623046875,0.044677734375,-0.421142578125,-0.859619140625,-0.056884765625
4965,0.338623046875,-0.455322265625,-0.921142578125,0.640380859375,-0.556884765625
4966,-0.661376953125,0.544677734375,0.078857421875,-0.359619140625,0.443115234375
4967,-0.536376953125,-0.580322265625,-0.546142578125,-0.984619140625,0.068115234375
4968,0.463623046875,0.419677734375,0.453857421875,0.015380859375,-0.931884765625
4969,0.963623046875,-0.080322265625,0.953857421875,-0.484619140625,-0.431884765625
4970,-0.036376953125,0.919677734375,-0.046142578125,0.515380859375,0.568115234375
4971,-0.286376953125,-0.330322265625,0.203857421875,-0.734619140625,-0.181884765625
4972,0.713623046875,0.669677734375,-0.796142578125,0.265380859375,0.818115234375
4973,0.213623046875,-0.830322265625,-0.296142578125,-0.234619140625,0.318115234375
4974,-0.786376953125,0.169677734375,0.703857421875,0.765380859375,-0.681884765625
4975,-0.848876953125,-0.767822265625,0.391357421875,0.702880859375,-0.369384765625
4976,0.151123046875,0.232177734375,-0.608642578125,-0.297119140625,0.630615234375
4977,0.651123046875,-0.267822265625,-0.108642578125,0.202880859375,0.130615234375
4978,-0.348876953125,0.732177734375,0.891357421875,-0.797119140625,-0.869384765625
4979,-0.098876953125,-0.017822265625,-0.858642578125,0.952880859375,0.380615234375
4980,0.901123046875,0.982177734375,0.141357421875,-0.047119140625,-0.619384765625
4981,0.401123046875,-0.517822265625,0.641357421875,0.452880859375,-0.119384765625
4982,-0.598876953125,0.482177734375,-0.358642578125,-0.547119140625,0.880615234375
4983,-0.723876953125,-0.392822265625,0.766357421875,-0.172119140625,0.505615234375
4984,0.276123046875,0.607177734375,-0.233642578125,0.827880859375,-0.494384765625
4985,0.776123046875,-0.892822265625,-0.733642578125,-0.672119140625,-0.994384765625
4986,-0.223876953125,0.107177734375,0.266357421875,0.327880859375,0.005615234375
4987,-0.473876953125,-0.642822265625,-0.483642578125,-0.422119140625,-0.744384765625
4988,0.526123046875,0.357177734375,0.516357421875,0.577880859375,0.255615234375
4989,0.026123046875,-0.142822265625,0.016357421875,-0.922119140625,0.755615234375
4990,-0.973876953125,0.857177734375,-0.983642578125,0.077880859375,-0.244384765625
4991,-0.981689453125,-0.853759765625,-0.397705078125,-0.789306640625,0.857177734375
4992,0.018310546875,0.146240234375,0.602294921875,0.210693359375,-0.142822265625
4993,0.518310546875,-0.353759765625,0.102294921875,-0.289306640625,-0.642822265625
4994,-0.481689453125,0.646240234375,-0.897705078125,0.710693359375,0.357177734375
4995,-0.231689453125,-0.103759765625,0.852294921875,-0.539306640625,-0.892822265625
4996,0.768310546875,0.896240234375,-0.147705078125,0.460693359375,0.107177734375
4997,0.268310546875,-0.603759765625,-0.647705078125,-0.039306640625,0.607177734375
4998,-0.731689453125,0.396240234375,0.352294921875,0.960693359375,-0.392822265625
4999,-0.606689453125,-0.478759765625,-0.772705078125,0.335693359375,-0.017822265625
5000,0.393310546875,0.521240234375,0.227294921875,-0.664306640625,0.982177734375
5001,0.893310546875,-0.978759765625,0.727294921875,0.835693359375,0.482177734375
5002,-0.106689453125,0.021240234375,-0.272705078125,-0.164306640625,-0.517822265625
5003,-0.356689453125,-0.728759765625,0.477294921875,0.085693359375,0.232177734375
5004,0.643310546875,0.271240234375,-0.522705078125,-0.914306640625,-0.767822265625
5005,0.143310546875,-0.228759765625,-0.022705078125,0.585693359375,-0.267822265625
5006,-0.856689453125,0.771240234375,0.977294921875,-0.414306640625,0.732177734375
5007,-0.794189453125,-0.166259765625,0.164794921875,-0.101806640625,0.294677734375
5008,0.205810546875,0.833740234375,-0.835205078125,0.898193359375,-0.705322265625
5009,0.705810546875,-0.666259765625,-0.335205078125,-0.601806640625,-0.205322265625
5010,-0.294189453125,0.333740234375,0.664794921875,0.398193359375,0.794677734375
5011,-0.044189453125,-0.916259765625,-0.585205078125,-0.351806640625,-0.455322265625
5012,0.955810546875,0.083740234375,0.414794921875,0.648193359375,0.544677734375
5013,0.455810546875,-0.416259765625,0.914794921875,-0.851806640625,0.044677734375
5014,-0.544189453125,0.583740234375,-0.085205078125,0.148193359375,-0.955322265625
5015,-0.669189453125,-0.541259765625,0.539794921875,0.523193359375,-0.580322265625
5016,0.330810546875,0.458740234375,-0.460205078125,-0.476806640625,0.419677734375
5017,0.830810546875,-0.041259765625,-0.960205078125,0.023193359375,0.919677734375
5018,-0.169189453125,0.958740234375,0.039794921875,-0.976806640625,-0.080322265625
5019,-0.419189453125,-0.291259765625,-0.210205078125,0.773193359375,0.669677734375
5020,0.580810546875,0.708740234375,0.789794921875,-0.226806640625,-0.330322265625
5021,0.080810546875,-0.791259765625,0.289794921875,0.273193359375,-0.830322265625
5022,-0.919189453125,0.208740234375,-0.710205078125,-0.726806640625,0.169677734375
5023,-0.887939453125,-0.322509765625,0.633544921875,0.116943359375,-0.299072265625
5024,0.112060546875,0.677490234375,-0.366455078125,-0.883056640625,0.700927734375
5025,0.612060546875,-0.822509765625,-0.866455078125,0.616943359375,0.200927734375
5026,-0.387939453125,0.177490234375,0.133544921875,-0.383056640625,-0.799072265625
5027,-0.137939453125,-0.572509765625,-0.116455078125,0.366943359375,0.450927734375
5028,0.862060546875,0.427490234375,0.883544921875,-0.633056640625,-0.549072265625
5029,0.362060546875,-0.072509765625,0.383544921875,0.866943359375,-0.049072265625
5030,-0.637939453125,0.927490234375,-0.616455078125,-0.133056640625,0.950927734375
5031,-0.512939453125,-0.947509765625,0.008544921875,-0.508056640625,0.575927734375
5032,0.487060546875,0.052490234375,-0.991455078125,0.491943359375,-0.424072265625
5033,0.987060546875,-0.447509765625,-0.491455078125,-0.008056640625,-0.924072265625
5034,-0.012939453125,0.552490234375,0.508544921875,0.991943359375,0.075927734375
5035,-0.262939453125,-0.197509765625,-0.741455078125,-0.758056640625,-0.674072265625
5036,0.737060546875,0.802490234375,0.258544921875,0.241943359375,0.325927734375
5037,0.237060546875,-0.697509765625,0.758544921875,-0.258056640625,0.825927734375
5038,-0.762939453125,0.302490234375,-0.241455078125,0.741943359375,-0.174072265625
5039,-0.825439453125,-0.635009765625,-0.928955078125,0.804443359375,-0.861572265625
5040,0.174560546875,0.364990234375,0.071044921875,-0.195556640625,0.138427734375
5041,0.674560546875,-0.135009765625,0.571044921875,0.304443359375,0.638427734375
5042,-0.325439453125,0.864990234375,-0.428955078125,-0.695556640625,-0.361572265625
5043,-0.075439453125,-0.385009765625,0.321044921875,0.554443359375,0.888427734375
5044,0.924560546875,0.614990234375,-0.678955078125,-0.445556640625,-0.111572265625
5045,0.424560546875,-0.885009765625,-0.178955078125,0.054443359375,-0.611572265625
5046,-0.575439453125,0.114990234375,0.821044921875,-0.945556640625,0.388427734375
5047,-0.700439453125,-0.010009765625,-0.303955078125,-0.320556640625,0.013427734375
5048,0.299560546875,0.989990234375,0.696044921875,0.679443359375,-0.986572265625
5049,0.799560546875,-0.510009765625,0.196044921875,-0.820556640625,-0.486572265625
5050,-0.200439453125,0.489990234375,-0.803955078125,0.179443359375,0.513427734375
5051,-0.450439453125,-0.760009765625,0.946044921875,-0.070556640625,-0.236572265625
5052,0.549560546875,0.239990234375,-0.053955078125,0.929443359375,0.763427734375
5053,0.049560546875,-0.260009765625,-0.553955078125,-0.570556640625,0.263427734375
5054,-0.950439453125,0.739990234375,0.446044921875,0.429443359375,-0.736572265625
5055,-0.966064453125,-0.088134765625,-0.507080078125,0.663818359375,0.716552734375
5056,0.033935546875,0.911865234375,0.492919921875,-0.336181640625,-0.283447265625
5057,0.533935546875,-0.588134765625,0.992919921875,0.163818359375,-0.783447265625
5058,-0.466064453125,0.411865234375,-0.007080078125,-0.836181640625,0.216552734375
5059,-0.216064453125,-0.838134765625,0.242919921875,0.913818359375,-0.533447265625
5060,0.783935546875,0.161865234375,-0.757080078125,-0.086181640625,0.466552734375
5061,0.283935546875,-0.338134765625,-0.257080078125,0.413818359375,0.966552734375
